date_code,value,variable,official_name
2020-06-02,935,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-02,325,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-02,1061,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-02,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-02,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-02,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-02,1671,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-02,338,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-02,3950,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-02,2716,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-02,1995,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-04,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-04,2752,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-04,1671,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-04,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-04,3961,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-04,1283,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-04,2002,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-04,338,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-04,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-04,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-04,325,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-04,944,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-04,877,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-04,1071,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
