date_code,value,variable,official_name
2020-06-10,2778,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-10,1684,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-10,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-10,3990,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-10,1287,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-10,2021,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-10,340,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-10,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-10,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-10,327,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-10,948,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-10,880,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-10,1081,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-09,3990,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-09,1287,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-09,2018,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-09,340,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-09,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-09,326,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-09,948,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-09,879,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-09,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-09,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-09,2777,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-09,1678,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-09,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-09,1081,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-17,7,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-16,7,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-18,7,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-18,9,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-17,9,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-16,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-15,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-18,3125,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-17,3123,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-16,9,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-15,9,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-17,1760,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-16,1760,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-15,7,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-18,1760,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-18,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-17,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-15,1760,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-15,345,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-18,1245,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-17,345,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-16,345,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-15,1243,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-17,1245,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-16,1243,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-18,4813,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-17,4810,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-16,373,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-15,373,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-18,1410,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-17,1409,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-16,4808,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-15,4805,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-18,2681,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-17,2678,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-16,3116,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-15,3110,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-18,373,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-17,373,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-16,2674,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-15,2671,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-15,926,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-18,274,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-17,928,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-16,926,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-15,274,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-18,345,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-17,274,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-16,274,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-18,1053,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-17,1051,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-16,1405,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-15,1405,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-15,1048,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-18,928,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-16,1051,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-14,327,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-14,1088,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-14,885,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-14,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-14,2807,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-14,2035,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-14,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-14,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-14,1294,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-14,952,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-14,341,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-14,4010,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-14,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-14,1687,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-13,1686,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-13,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-13,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-13,2031,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-13,341,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-13,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-13,2803,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-05-31,325,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-05-31,1060,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-31,835,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-05-31,260,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-05-31,2709,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-05-31,1987,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-05-31,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-05-31,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-05-31,1274,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-31,928,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-31,337,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-05-31,3946,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-05-31,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-31,1671,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-30,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-30,834,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-05-30,260,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-05-30,1273,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-30,924,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-30,325,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-05-30,1058,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-30,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-05-30,2706,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-05-30,1670,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-30,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-05-30,337,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-05-30,3943,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-05-30,1984,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-01,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-01,1671,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-01,2714,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-01,1987,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-01,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-01,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-01,1278,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-01,931,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-01,338,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-01,3949,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-01,325,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-01,1061,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-01,836,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-01,260,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-04-08,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-07,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-10,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-09,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-04,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-03,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-06,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-05,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-16,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-15,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-18,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-17,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-12,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-11,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-14,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-13,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-24,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-23,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-26,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-25,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-20,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-19,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-22,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-21,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-31,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-30,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-02,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-01,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-28,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-27,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-29,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-09,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-08,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-11,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-10,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-05,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-04,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-07,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-06,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-17,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-16,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-19,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-18,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-13,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-12,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-15,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-14,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-24,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-23,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-26,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-25,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-20,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-19,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-22,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-21,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-01,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-30,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-03,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-02,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-28,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-27,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-29,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-04-29,1313,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-28,1273,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-01,1379,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-30,1349,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-25,1224,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-24,1199,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-27,1261,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-26,1251,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-07,1465,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-06,1445,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-09,1486,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-08,1471,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-03,1410,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-02,1392,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-05,1429,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-04,1411,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-14,826,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-13,812,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-16,937,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-15,898,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-10,712,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-09,667,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-12,803,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-11,753,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-21,1084,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-20,1071,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-23,1159,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-22,1124,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-18,1022,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-17,979,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-04-19,1056,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-03-08,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-07,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-10,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-09,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-26,1659,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-25,1659,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-28,1665,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-27,1661,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-03-16,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-15,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-18,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-17,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-12,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-11,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-14,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-03-13,0,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-15,1555,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-14,1540,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-17,1589,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-16,1582,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-11,1497,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-10,1497,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-13,1515,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-12,1505,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-22,1641,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-21,1632,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-24,1658,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-23,1645,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-19,1599,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-18,1593,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-20,1617,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-25,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-24,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-27,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-26,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-21,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-20,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-23,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-22,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-28,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-29,1668,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-05-29,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-05-29,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-05-29,1974,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-05-29,337,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-05-29,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-05-29,2698,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-05-29,919,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-05-29,831,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-05-29,3939,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-05-29,1269,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-05-29,325,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-05-29,1039,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-05-29,260,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-06,326,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-06,1077,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-06,339,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-06,3971,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-06,2769,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-06,2007,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-06,879,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-06,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-06,1284,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-06,946,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-05,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-05,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-05,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-05,1673,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-05,1076,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-05,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-05,326,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-05,338,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-05,3968,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-05,2760,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-05,2005,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-05,946,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-05,877,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-05,1284,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-07,946,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-07,879,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-07,3981,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-07,1286,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-07,1079,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-07,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-07,326,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-07,1676,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-07,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-07,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-07,2008,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-07,339,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-07,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-07,2772,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-06,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-06,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-06,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-06,1676,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-03,1998,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-03,339,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-03,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-03,2723,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-03,942,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-03,876,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-03,3954,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-03,1282,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-03,1671,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-03,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-03,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-03,1066,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-03,260,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-03,325,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-02,871,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-02,260,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-02,1281,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
